Date : 2023-12-29 23:26:02
Directory : d:\Electronic-Piano-Learning-Machine
Total : 331 files,  85934 codes, 8936 comments, 6795 blanks, all 101665 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_core\xsim\glbl.v                    | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_core\xsim\xsim.ini                  | Ini              |        502 |          0 |          1 |        503 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\activehdl\clk_gen.sh          | Shell Script     |        170 |         70 |         24 |        264 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\activehdl\glbl.v              | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\modelsim\clk_gen.sh           | Shell Script     |        187 |         74 |         29 |        290 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\modelsim\glbl.v               | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\questa\clk_gen.sh             | Shell Script     |        195 |         75 |         30 |        300 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\questa\glbl.v                 | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\riviera\clk_gen.sh            | Shell Script     |        171 |         71 |         25 |        267 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\riviera\glbl.v                | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\vcs\clk_gen.sh                | Shell Script     |        220 |         81 |         41 |        342 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\vcs\glbl.v                    | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\xcelium\clk_gen.sh            | Shell Script     |        223 |         82 |         43 |        348 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\xcelium\glbl.v                | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\xsim\clk_gen.sh               | Shell Script     |        227 |         63 |         43 |        333 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\xsim\glbl.v                   | Verilog          |         67 |          3 |         15 |         85 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.ip_user_files\sim_scripts\clk_gen_1\xsim\xsim.ini                 | Ini              |        502 |          0 |          1 |        503 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_1.xml                                       | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_10.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_100.xml                                     | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_101.xml                                     | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_102.xml                                     | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_103.xml                                     | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_104.xml                                     | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_105.xml                                     | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_106.xml                                     | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_107.xml                                     | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_108.xml                                     | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_109.xml                                     | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_11.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_110.xml                                     | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_111.xml                                     | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_12.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_13.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_14.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_15.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_16.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_17.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_18.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_19.xml                                      | XML              |         15 |          0 |          2 |         17 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_2.xml                                       | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_20.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_21.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_22.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_23.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_24.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_25.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_26.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_27.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_28.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_29.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_3.xml                                       | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_30.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_31.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_32.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_33.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_34.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_35.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_36.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_37.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_38.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_39.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_4.xml                                       | XML              |         15 |          0 |          2 |         17 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_40.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_41.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_42.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_43.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_44.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_45.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_46.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_47.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_48.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_49.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_5.xml                                       | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_50.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_51.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_52.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_53.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_54.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_55.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_56.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_57.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_58.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_59.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_6.xml                                       | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_60.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_61.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_62.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_63.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_64.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_65.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_66.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_67.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_68.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_69.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_7.xml                                       | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_70.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_71.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_72.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_73.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_74.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_75.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_76.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_77.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_78.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_79.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_8.xml                                       | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_80.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_81.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_82.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_83.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_84.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_85.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_86.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_87.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_88.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_89.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_9.xml                                       | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_90.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_91.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_92.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_93.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_94.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_95.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_96.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_97.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_98.xml                                      | XML              |         11 |          0 |          2 |         13 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\.jobs\vrs_config_99.xml                                      | XML              |          8 |          0 |          2 |         10 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\.Vivado_Synthesis.queue.rst                 | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\.vivado.begin.rst                           | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\.vivado.end.rst                             | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\ISEWrap.js                                  | JavaScript       |        173 |         46 |         52 |        271 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\ISEWrap.sh                                  | Shell Script     |         56 |         13 |         17 |         86 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\gen_run.xml                                 | XML              |         53 |          0 |          1 |         54 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\rundef.js                                   | JavaScript       |         23 |          6 |          9 |         38 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\runme.bat                                   | Batch            |          4 |          4 |          4 |         12 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\runme.log                                   | Log              |        235 |          0 |         12 |        247 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_core_synth_1\runme.sh                                    | Shell Script     |         29 |          7 |          9 |         45 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\.Vivado_Synthesis.queue.rst                  | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\.vivado.begin.rst                            | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\.vivado.end.rst                              | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\ISEWrap.js                                   | JavaScript       |        173 |         46 |         52 |        271 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\ISEWrap.sh                                   | Shell Script     |         56 |         13 |         17 |         86 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\clk_gen_sim_netlist.v                        | Verilog          |        223 |         15 |         21 |        259 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\clk_gen_stub.v                               | Verilog          |          7 |         16 |          2 |         25 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\gen_run.xml                                  | XML              |         53 |          0 |          1 |         54 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\rundef.js                                    | JavaScript       |         23 |          6 |          9 |         38 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\runme.bat                                    | Batch            |          4 |          4 |          4 |         12 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\runme.log                                    | Log              |        231 |          0 |         12 |        243 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\clk_gen_synth_1\runme.sh                                     | Shell Script     |         29 |          7 |          9 |         45 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.Vivado_Implementation.queue.rst                      | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.init_design.begin.rst                                | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.init_design.end.rst                                  | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.opt_design.begin.rst                                 | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.opt_design.end.rst                                   | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.phys_opt_design.begin.rst                            | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.phys_opt_design.end.rst                              | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.place_design.begin.rst                               | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.place_design.end.rst                                 | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.route_design.begin.rst                               | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.route_design.end.rst                                 | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.vivado.begin.rst                                     | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.vivado.end.rst                                       | reStructuredText |          0 |          0 |          1 |          1 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.write_bitstream.begin.rst                            | reStructuredText |          5 |          0 |          1 |          6 |
| d:\Electronic-Piano-Learning-Machine\Electronic-Piano-Learning-Machine.runs\impl_1\.write_bitstream.end.rst                              | reStructuredText |          0 |          0 |          1 |          1 |
